contig	file	gi_count	gi_length	genome_length	num_mapped_reads
VIRSorter_S_NODE_3343_length_10501_cov_40_290245-cat_2	VIRSorter_S_NODE_3343_length_10501_cov_40_290245-cat_2.windows.csv.gz	1	137	10501	4451
VIRSorter_S_NODE_3355_length_10479_cov_51_329791-cat_1	VIRSorter_S_NODE_3355_length_10479_cov_51_329791-cat_1.windows.csv.gz	0	0	10479	5291
VIRSorter_S_NODE_3358_length_10476_cov_29_709924-cat_2	VIRSorter_S_NODE_3358_length_10476_cov_29_709924-cat_2.windows.csv.gz	1	319	10476	10191
VIRSorter_S_NODE_3360_length_10472_cov_11_587917-cat_1	VIRSorter_S_NODE_3360_length_10472_cov_11_587917-cat_1.windows.csv.gz	0	0	10472	2581
VIRSorter_S_NODE_3365_length_10467_cov_40_910348-cat_2	VIRSorter_S_NODE_3365_length_10467_cov_40_910348-cat_2.windows.csv.gz	1	252	10467	6290
VIRSorter_S_NODE_337_length_47468_cov_26_955197-cat_2	VIRSorter_S_NODE_337_length_47468_cov_26_955197-cat_2.windows.csv.gz	1	316	47468	27860
VIRSorter_S_NODE_3371_length_10454_cov_84_782318-cat_1	VIRSorter_S_NODE_3371_length_10454_cov_84_782318-cat_1.windows.csv.gz	0	0	10454	10958
VIRSorter_S_NODE_3372_length_10453_cov_7_418458-cat_2	VIRSorter_S_NODE_3372_length_10453_cov_7_418458-cat_2.windows.csv.gz	0	0	10453	658
VIRSorter_S_NODE_3378_length_10445_cov_25_778639-cat_2	VIRSorter_S_NODE_3378_length_10445_cov_25_778639-cat_2.windows.csv.gz	0	0	10445	2389
VIRSorter_S_NODE_338_length_47446_cov_84_148820-cat_2	VIRSorter_S_NODE_338_length_47446_cov_84_148820-cat_2.windows.csv.gz	16	12960	47446	49787
VIRSorter_S_NODE_3381_length_10433_cov_21_596158-cat_2	VIRSorter_S_NODE_3381_length_10433_cov_21_596158-cat_2.windows.csv.gz	2	203	10433	2479
VIRSorter_S_NODE_339_length_47389_cov_32_041831-cat_2	VIRSorter_S_NODE_339_length_47389_cov_32_041831-cat_2.windows.csv.gz	1	477	47389	14107
VIRSorter_S_NODE_3390_length_10403_cov_28_376703-cat_1	VIRSorter_S_NODE_3390_length_10403_cov_28_376703-cat_1.windows.csv.gz	0	0	10403	3252
VIRSorter_S_NODE_3399_length_10379_cov_6_639485-cat_2	VIRSorter_S_NODE_3399_length_10379_cov_6_639485-cat_2.windows.csv.gz	0	0	10379	761
VIRSorter_S_NODE_3400_length_10377_cov_12_169171-cat_2	VIRSorter_S_NODE_3400_length_10377_cov_12_169171-cat_2.windows.csv.gz	0	0	10377	1273
VIRSorter_S_NODE_3402_length_10376_cov_9_769636-cat_1	VIRSorter_S_NODE_3402_length_10376_cov_9_769636-cat_1.windows.csv.gz	0	0	10376	1086
VIRSorter_S_NODE_3403_length_10376_cov_7_542882-cat_2	VIRSorter_S_NODE_3403_length_10376_cov_7_542882-cat_2.windows.csv.gz	0	0	10376	803
VIRSorter_S_NODE_3410_length_10368_cov_13_431403-cat_2	VIRSorter_S_NODE_3410_length_10368_cov_13_431403-cat_2.windows.csv.gz	0	0	10368	1975
VIRSorter_S_NODE_3411_length_10364_cov_20_042981-cat_2	VIRSorter_S_NODE_3411_length_10364_cov_20_042981-cat_2.windows.csv.gz	1	36	10364	1832
VIRSorter_S_NODE_3416_length_10355_cov_82_290282-cat_2	VIRSorter_S_NODE_3416_length_10355_cov_82_290282-cat_2.windows.csv.gz	0	0	10355	11888
VIRSorter_S_NODE_3434_length_10317_cov_45_124436-cat_2	VIRSorter_S_NODE_3434_length_10317_cov_45_124436-cat_2.windows.csv.gz	0	0	10317	4092
VIRSorter_S_NODE_3436_length_10316_cov_8_856316-cat_2	VIRSorter_S_NODE_3436_length_10316_cov_8_856316-cat_2.windows.csv.gz	0	0	10316	1057
VIRSorter_S_NODE_3438_length_10310_cov_40_126191-cat_2	VIRSorter_S_NODE_3438_length_10310_cov_40_126191-cat_2.windows.csv.gz	0	0	10310	3811
VIRSorter_S_NODE_3447_length_10291_cov_13_100748-cat_1	VIRSorter_S_NODE_3447_length_10291_cov_13_100748-cat_1.windows.csv.gz	0	0	10291	1301
VIRSorter_S_NODE_3448_length_10285_cov_16_300256-cat_2	VIRSorter_S_NODE_3448_length_10285_cov_16_300256-cat_2.windows.csv.gz	0	0	10285	3626
VIRSorter_S_NODE_3451_length_10284_cov_7_283844-cat_1	VIRSorter_S_NODE_3451_length_10284_cov_7_283844-cat_1.windows.csv.gz	0	0	10284	2867
VIRSorter_S_NODE_3455_length_10267_cov_38_430079-cat_2	VIRSorter_S_NODE_3455_length_10267_cov_38_430079-cat_2.windows.csv.gz	0	0	10267	4093
VIRSorter_S_NODE_3456_length_10265_cov_54_684652-cat_2	VIRSorter_S_NODE_3456_length_10265_cov_54_684652-cat_2.windows.csv.gz	2	119	10265	5548
VIRSorter_S_NODE_3462_length_10257_cov_12_624778-cat_2	VIRSorter_S_NODE_3462_length_10257_cov_12_624778-cat_2.windows.csv.gz	0	0	10257	1099
VIRSorter_S_NODE_3465_length_10246_cov_56_390750-cat_2	VIRSorter_S_NODE_3465_length_10246_cov_56_390750-cat_2.windows.csv.gz	0	0	10246	7844
VIRSorter_S_NODE_3468_length_10241_cov_9_030651-cat_2	VIRSorter_S_NODE_3468_length_10241_cov_9_030651-cat_2.windows.csv.gz	0	0	10241	846
VIRSorter_S_NODE_3477_length_10232_cov_15_465512-cat_1	VIRSorter_S_NODE_3477_length_10232_cov_15_465512-cat_1.windows.csv.gz	0	0	10232	1462
VIRSorter_S_NODE_3478_length_10228_cov_58_355212-cat_2	VIRSorter_S_NODE_3478_length_10228_cov_58_355212-cat_2.windows.csv.gz	0	0	10228	7331
VIRSorter_S_NODE_3479_length_10227_cov_7_989208-cat_2	VIRSorter_S_NODE_3479_length_10227_cov_7_989208-cat_2.windows.csv.gz	0	0	10227	861
VIRSorter_S_NODE_3480_length_10227_cov_7_539010-cat_2	VIRSorter_S_NODE_3480_length_10227_cov_7_539010-cat_2.windows.csv.gz	0	0	10227	1355
VIRSorter_S_NODE_3489_length_10217_cov_21_686620-cat_1	VIRSorter_S_NODE_3489_length_10217_cov_21_686620-cat_1.windows.csv.gz	0	0	10217	2090
VIRSorter_S_NODE_3492_length_10212_cov_35_703718-cat_2	VIRSorter_S_NODE_3492_length_10212_cov_35_703718-cat_2.windows.csv.gz	0	0	10212	6728
VIRSorter_S_NODE_3496_length_10205_cov_22_023219-cat_2	VIRSorter_S_NODE_3496_length_10205_cov_22_023219-cat_2.windows.csv.gz	2	1374	10205	5415
VIRSorter_S_NODE_3498_length_10198_cov_12_723861-cat_2	VIRSorter_S_NODE_3498_length_10198_cov_12_723861-cat_2.windows.csv.gz	1	103	10198	2960
VIRSorter_S_NODE_3503_length_10189_cov_9_183562-cat_2	VIRSorter_S_NODE_3503_length_10189_cov_9_183562-cat_2.windows.csv.gz	0	0	10189	818
VIRSorter_S_NODE_3505_length_10188_cov_68_856575-cat_2	VIRSorter_S_NODE_3505_length_10188_cov_68_856575-cat_2.windows.csv.gz	0	0	10188	4677
VIRSorter_S_NODE_3513_length_10180_cov_19_594449-cat_2	VIRSorter_S_NODE_3513_length_10180_cov_19_594449-cat_2.windows.csv.gz	0	0	10180	2573
VIRSorter_S_NODE_3515_length_10175_cov_21_598826-cat_2	VIRSorter_S_NODE_3515_length_10175_cov_21_598826-cat_2.windows.csv.gz	0	0	10175	5240
VIRSorter_S_NODE_3517_length_10173_cov_17_279315-cat_2	VIRSorter_S_NODE_3517_length_10173_cov_17_279315-cat_2.windows.csv.gz	0	0	10173	4840
VIRSorter_S_NODE_3525_length_10147_cov_14_960579-cat_2	VIRSorter_S_NODE_3525_length_10147_cov_14_960579-cat_2.windows.csv.gz	0	0	10147	1308
VIRSorter_S_NODE_3526_length_10146_cov_26_215291-cat_2	VIRSorter_S_NODE_3526_length_10146_cov_26_215291-cat_2.windows.csv.gz	0	0	10146	2230
VIRSorter_S_NODE_3529_length_10137_cov_26_129071-cat_2	VIRSorter_S_NODE_3529_length_10137_cov_26_129071-cat_2.windows.csv.gz	0	0	10137	4994
VIRSorter_S_NODE_353_length_46353_cov_32_062973-cat_2	VIRSorter_S_NODE_353_length_46353_cov_32_062973-cat_2.windows.csv.gz	0	0	46353	12838
VIRSorter_S_NODE_3531_length_10135_cov_21_684053-cat_2	VIRSorter_S_NODE_3531_length_10135_cov_21_684053-cat_2.windows.csv.gz	0	0	10135	2389
VIRSorter_S_NODE_3533_length_10130_cov_18_354094-cat_2	VIRSorter_S_NODE_3533_length_10130_cov_18_354094-cat_2.windows.csv.gz	0	0	10130	1951
VIRSorter_S_NODE_3537_length_10127_cov_10_430200-cat_2	VIRSorter_S_NODE_3537_length_10127_cov_10_430200-cat_2.windows.csv.gz	0	0	10127	1401
VIRSorter_S_NODE_354_length_46321_cov_72_850392-cat_2	VIRSorter_S_NODE_354_length_46321_cov_72_850392-cat_2.windows.csv.gz	11	10998	46321	25248
VIRSorter_S_NODE_3541_length_10111_cov_56_362280-cat_2	VIRSorter_S_NODE_3541_length_10111_cov_56_362280-cat_2.windows.csv.gz	0	0	10111	5125
VIRSorter_S_NODE_3542_length_10110_cov_10_973555-cat_1	VIRSorter_S_NODE_3542_length_10110_cov_10_973555-cat_1.windows.csv.gz	0	0	10110	2736
VIRSorter_S_NODE_3543_length_10107_cov_76_472545-cat_2	VIRSorter_S_NODE_3543_length_10107_cov_76_472545-cat_2.windows.csv.gz	2	353	10107	22088
VIRSorter_S_NODE_3546_length_10104_cov_21_270522-cat_2	VIRSorter_S_NODE_3546_length_10104_cov_21_270522-cat_2.windows.csv.gz	1	320	10104	7661
VIRSorter_S_NODE_3549_length_10097_cov_7_155466-cat_1	VIRSorter_S_NODE_3549_length_10097_cov_7_155466-cat_1.windows.csv.gz	0	0	10097	881
VIRSorter_S_NODE_3558_length_10080_cov_8_847684-cat_2	VIRSorter_S_NODE_3558_length_10080_cov_8_847684-cat_2.windows.csv.gz	0	0	10080	791
VIRSorter_S_NODE_3559_length_10078_cov_33_595418-cat_2	VIRSorter_S_NODE_3559_length_10078_cov_33_595418-cat_2.windows.csv.gz	0	0	10078	3317
VIRSorter_S_NODE_3565_length_10063_cov_17_465680-cat_1	VIRSorter_S_NODE_3565_length_10063_cov_17_465680-cat_1.windows.csv.gz	0	0	10063	1712
VIRSorter_S_NODE_3566_length_10062_cov_11_492904-cat_2	VIRSorter_S_NODE_3566_length_10062_cov_11_492904-cat_2.windows.csv.gz	0	0	10062	1000
VIRSorter_S_NODE_3569_length_10055_cov_14_520649-cat_2	VIRSorter_S_NODE_3569_length_10055_cov_14_520649-cat_2.windows.csv.gz	0	0	10055	2212
VIRSorter_S_NODE_3570_length_10055_cov_6_583098-cat_2	VIRSorter_S_NODE_3570_length_10055_cov_6_583098-cat_2.windows.csv.gz	0	0	10055	824
VIRSorter_S_NODE_3572_length_10045_cov_79_720710-cat_2	VIRSorter_S_NODE_3572_length_10045_cov_79_720710-cat_2.windows.csv.gz	0	0	10045	8659
VIRSorter_S_NODE_3576_length_10039_cov_10_656881-cat_1	VIRSorter_S_NODE_3576_length_10039_cov_10_656881-cat_1.windows.csv.gz	0	0	10039	1334
VIRSorter_S_NODE_358_length_46043_cov_66_539333-cat_2	VIRSorter_S_NODE_358_length_46043_cov_66_539333-cat_2.windows.csv.gz	0	0	46043	29267
VIRSorter_S_NODE_3581_length_10028_cov_29_423291-cat_2	VIRSorter_S_NODE_3581_length_10028_cov_29_423291-cat_2.windows.csv.gz	0	0	10028	2505
VIRSorter_S_NODE_3585_length_10019_cov_16_184897-cat_2	VIRSorter_S_NODE_3585_length_10019_cov_16_184897-cat_2.windows.csv.gz	1	49	10019	2237
VIRSorter_S_NODE_3589_length_10006_cov_55_797247-cat_2	VIRSorter_S_NODE_3589_length_10006_cov_55_797247-cat_2.windows.csv.gz	2	1239	10006	8572
VIRSorter_S_NODE_3593_length_10001_cov_10_143609-cat_1	VIRSorter_S_NODE_3593_length_10001_cov_10_143609-cat_1.windows.csv.gz	0	0	10001	1374
VIRSorter_S_NODE_360_length_45913_cov_73_892194-cat_2	VIRSorter_S_NODE_360_length_45913_cov_73_892194-cat_2.windows.csv.gz	4	1911	45913	65069
VIRSorter_S_NODE_362_length_45781_cov_20_664498-cat_2	VIRSorter_S_NODE_362_length_45781_cov_20_664498-cat_2.windows.csv.gz	0	0	45781	8962
VIRSorter_S_NODE_363_length_45760_cov_82_280104-cat_2	VIRSorter_S_NODE_363_length_45760_cov_82_280104-cat_2.windows.csv.gz	8	8678	45760	19580
VIRSorter_S_NODE_365_length_45721_cov_60_447822-cat_1	VIRSorter_S_NODE_365_length_45721_cov_60_447822-cat_1.windows.csv.gz	2	2865	45721	24065
VIRSorter_S_NODE_366_length_45716_cov_55_898309-cat_2	VIRSorter_S_NODE_366_length_45716_cov_55_898309-cat_2.windows.csv.gz	6	2890	45716	53900
VIRSorter_S_NODE_374_length_45407_cov_10_199669-cat_2	VIRSorter_S_NODE_374_length_45407_cov_10_199669-cat_2.windows.csv.gz	0	0	45407	4161
VIRSorter_S_NODE_375_length_45400_cov_50_341992-cat_2	VIRSorter_S_NODE_375_length_45400_cov_50_341992-cat_2.windows.csv.gz	1	459	45400	20838
VIRSorter_S_NODE_377_length_45023_cov_60_798401-cat_1	VIRSorter_S_NODE_377_length_45023_cov_60_798401-cat_1.windows.csv.gz	2	858	45023	25780
VIRSorter_S_NODE_383_length_44760_cov_53_157798-cat_1	VIRSorter_S_NODE_383_length_44760_cov_53_157798-cat_1.windows.csv.gz	3	1970	44760	36168
VIRSorter_S_NODE_385_length_44585_cov_16_282491-cat_2	VIRSorter_S_NODE_385_length_44585_cov_16_282491-cat_2.windows.csv.gz	0	0	44585	7368
VIRSorter_S_NODE_388_length_44386_cov_38_989426-cat_2	VIRSorter_S_NODE_388_length_44386_cov_38_989426-cat_2.windows.csv.gz	2	1231	44386	15512
VIRSorter_S_NODE_391_length_44242_cov_14_272039-cat_1	VIRSorter_S_NODE_391_length_44242_cov_14_272039-cat_1.windows.csv.gz	0	0	44242	6175
VIRSorter_S_NODE_398_length_43721_cov_53_037276-circular-cat_1	VIRSorter_S_NODE_398_length_43721_cov_53_037276-circular-cat_1.windows.csv.gz	0	0	43594	21475
VIRSorter_S_NODE_400_length_43656_cov_53_790599-cat_2	VIRSorter_S_NODE_400_length_43656_cov_53_790599-cat_2.windows.csv.gz	6	4583	43656	30513
VIRSorter_S_NODE_402_length_43413_cov_69_981264-cat_2	VIRSorter_S_NODE_402_length_43413_cov_69_981264-cat_2.windows.csv.gz	0	0	43413	33521
VIRSorter_S_NODE_406_length_42999_cov_88_542755-cat_2	VIRSorter_S_NODE_406_length_42999_cov_88_542755-cat_2.windows.csv.gz	16	13743	42999	37418
VIRSorter_S_NODE_412_length_42832_cov_42_767756-cat_2	VIRSorter_S_NODE_412_length_42832_cov_42_767756-cat_2.windows.csv.gz	0	0	42832	16088
VIRSorter_S_NODE_418_length_42591_cov_79_308591-cat_2	VIRSorter_S_NODE_418_length_42591_cov_79_308591-cat_2.windows.csv.gz	3	2160	42591	95090
VIRSorter_S_NODE_419_length_42524_cov_75_364153-cat_2	VIRSorter_S_NODE_419_length_42524_cov_75_364153-cat_2.windows.csv.gz	7	12490	42524	23550
VIRSorter_S_NODE_431_length_41985_cov_62_873811-cat_2	VIRSorter_S_NODE_431_length_41985_cov_62_873811-cat_2.windows.csv.gz	1	336	41985	31419
VIRSorter_S_NODE_434_length_41716_cov_75_745245-cat_2	VIRSorter_S_NODE_434_length_41716_cov_75_745245-cat_2.windows.csv.gz	2	795	41716	48447
VIRSorter_S_NODE_437_length_41438_cov_16_238895-cat_2	VIRSorter_S_NODE_437_length_41438_cov_16_238895-cat_2.windows.csv.gz	0	0	41438	6820
VIRSorter_S_NODE_439_length_41243_cov_28_822867-cat_2	VIRSorter_S_NODE_439_length_41243_cov_28_822867-cat_2.windows.csv.gz	0	0	41243	11027
VIRSorter_S_NODE_440_length_41076_cov_83_775037-cat_2	VIRSorter_S_NODE_440_length_41076_cov_83_775037-cat_2.windows.csv.gz	3	15805	41076	29052
VIRSorter_S_NODE_441_length_41014_cov_32_108347-cat_2	VIRSorter_S_NODE_441_length_41014_cov_32_108347-cat_2.windows.csv.gz	1	282	41014	13295
VIRSorter_S_NODE_45_length_130490_cov_46_790769_gene_1_gene_96-0-72696-cat_5	VIRSorter_S_NODE_45_length_130490_cov_46_790769_gene_1_gene_96-0-72696-cat_5.windows.csv.gz	3	1383	72696	27952
VIRSorter_S_NODE_45_length_130490_cov_46_790769_gene_109_gene_154-83080-130538-cat_5	VIRSorter_S_NODE_45_length_130490_cov_46_790769_gene_109_gene_154-83080-130538-cat_5.windows.csv.gz	1	421	47410	21766
VIRSorter_S_NODE_457_length_40195_cov_53_305830-circular-cat_2	VIRSorter_S_NODE_457_length_40195_cov_53_305830-circular-cat_2.windows.csv.gz	0	0	40068	18394
VIRSorter_S_NODE_459_length_40151_cov_11_501599-cat_2	VIRSorter_S_NODE_459_length_40151_cov_11_501599-cat_2.windows.csv.gz	0	0	40151	4014
VIRSorter_S_NODE_467_length_39509_cov_21_887817-cat_2	VIRSorter_S_NODE_467_length_39509_cov_21_887817-cat_2.windows.csv.gz	0	0	39509	7893
VIRSorter_S_NODE_47_length_129445_cov_40_231901-cat_2	VIRSorter_S_NODE_47_length_129445_cov_40_231901-cat_2.windows.csv.gz	0	0	129445	46359
VIRSorter_S_NODE_471_length_39177_cov_23_530474-cat_2	VIRSorter_S_NODE_471_length_39177_cov_23_530474-cat_2.windows.csv.gz	0	0	39177	8512
VIRSorter_S_NODE_477_length_38833_cov_85_180256-cat_2	VIRSorter_S_NODE_477_length_38833_cov_85_180256-cat_2.windows.csv.gz	0	0	38833	104136
VIRSorter_S_NODE_478_length_38807_cov_32_837927-cat_1	VIRSorter_S_NODE_478_length_38807_cov_32_837927-cat_1.windows.csv.gz	1	18143	38807	6241
VIRSorter_S_NODE_479_length_38763_cov_39_935112-cat_2	VIRSorter_S_NODE_479_length_38763_cov_39_935112-cat_2.windows.csv.gz	1	9319	38763	15829
VIRSorter_S_NODE_483_length_38143_cov_73_940394-cat_2	VIRSorter_S_NODE_483_length_38143_cov_73_940394-cat_2.windows.csv.gz	0	0	38143	29934
VIRSorter_S_NODE_484_length_38135_cov_100_548227-cat_2	VIRSorter_S_NODE_484_length_38135_cov_100_548227-cat_2.windows.csv.gz	9	4299	38135	38558
VIRSorter_S_NODE_491_length_37674_cov_23_094522-cat_2	VIRSorter_S_NODE_491_length_37674_cov_23_094522-cat_2.windows.csv.gz	0	0	37674	8691
VIRSorter_S_NODE_495_length_37517_cov_34_704413-cat_2	VIRSorter_S_NODE_495_length_37517_cov_34_704413-cat_2.windows.csv.gz	1	87	37517	13672
VIRSorter_S_NODE_498_length_37347_cov_24_019855-cat_1	VIRSorter_S_NODE_498_length_37347_cov_24_019855-cat_1.windows.csv.gz	0	0	37347	8569
VIRSorter_S_NODE_501_length_37280_cov_79_559739-circular-cat_2	VIRSorter_S_NODE_501_length_37280_cov_79_559739-circular-cat_2.windows.csv.gz	0	0	37199	41784
VIRSorter_S_NODE_512_length_37011_cov_20_447918-cat_2	VIRSorter_S_NODE_512_length_37011_cov_20_447918-cat_2.windows.csv.gz	1	323	37011	10213
VIRSorter_S_NODE_526_length_36460_cov_32_362976-cat_1	VIRSorter_S_NODE_526_length_36460_cov_32_362976-cat_1.windows.csv.gz	0	0	36460	10871
VIRSorter_S_NODE_529_length_36369_cov_83_336874-cat_2	VIRSorter_S_NODE_529_length_36369_cov_83_336874-cat_2.windows.csv.gz	12	6613	36369	17941
VIRSorter_S_NODE_531_length_36335_cov_14_185760-cat_2	VIRSorter_S_NODE_531_length_36335_cov_14_185760-cat_2.windows.csv.gz	0	0	36335	4418
VIRSorter_S_NODE_533_length_36308_cov_15_120533-cat_2	VIRSorter_S_NODE_533_length_36308_cov_15_120533-cat_2.windows.csv.gz	0	0	36308	5199
VIRSorter_S_NODE_539_length_36190_cov_12_295622-cat_1	VIRSorter_S_NODE_539_length_36190_cov_12_295622-cat_1.windows.csv.gz	0	0	36190	4140
VIRSorter_S_NODE_543_length_36076_cov_15_013269-cat_1	VIRSorter_S_NODE_543_length_36076_cov_15_013269-cat_1.windows.csv.gz	0	0	36076	6911
VIRSorter_S_NODE_545_length_36000_cov_15_323642-circular-cat_2	VIRSorter_S_NODE_545_length_36000_cov_15_323642-circular-cat_2.windows.csv.gz	0	0	35873	5016
VIRSorter_S_NODE_546_length_35965_cov_32_863106-cat_2	VIRSorter_S_NODE_546_length_35965_cov_32_863106-cat_2.windows.csv.gz	0	0	35965	11150
VIRSorter_S_NODE_550_length_35834_cov_17_797967-cat_2	VIRSorter_S_NODE_550_length_35834_cov_17_797967-cat_2.windows.csv.gz	0	0	35834	5555
VIRSorter_S_NODE_551_length_35829_cov_17_405159-cat_2	VIRSorter_S_NODE_551_length_35829_cov_17_405159-cat_2.windows.csv.gz	0	0	35829	7617
VIRSorter_S_NODE_559_length_35511_cov_47_961960-cat_1	VIRSorter_S_NODE_559_length_35511_cov_47_961960-cat_1.windows.csv.gz	2	947	35511	17364
VIRSorter_S_NODE_560_length_35477_cov_79_624724-cat_1	VIRSorter_S_NODE_560_length_35477_cov_79_624724-cat_1.windows.csv.gz	3	1094	35477	74631
VIRSorter_S_NODE_561_length_35444_cov_60_530396-cat_1	VIRSorter_S_NODE_561_length_35444_cov_60_530396-cat_1.windows.csv.gz	0	0	35444	19779
VIRSorter_S_NODE_565_length_35363_cov_45_978772-cat_1	VIRSorter_S_NODE_565_length_35363_cov_45_978772-cat_1.windows.csv.gz	0	0	35363	16670
VIRSorter_S_NODE_568_length_35187_cov_21_229464-cat_2	VIRSorter_S_NODE_568_length_35187_cov_21_229464-cat_2.windows.csv.gz	1	102	35187	9314
VIRSorter_S_NODE_570_length_35085_cov_37_397277-cat_2	VIRSorter_S_NODE_570_length_35085_cov_37_397277-cat_2.windows.csv.gz	0	0	35085	11983
VIRSorter_S_NODE_573_length_34797_cov_61_612633-circular-cat_1	VIRSorter_S_NODE_573_length_34797_cov_61_612633-circular-cat_1.windows.csv.gz	4	6722	34670	13507
VIRSorter_S_NODE_575_length_34692_cov_35_290988-cat_2	VIRSorter_S_NODE_575_length_34692_cov_35_290988-cat_2.windows.csv.gz	1	174	34692	11226
VIRSorter_S_NODE_578_length_34645_cov_67_384698-cat_2	VIRSorter_S_NODE_578_length_34645_cov_67_384698-cat_2.windows.csv.gz	8	7758	34645	17317
VIRSorter_S_NODE_584_length_34406_cov_36_533359-cat_2	VIRSorter_S_NODE_584_length_34406_cov_36_533359-cat_2.windows.csv.gz	4	2437	34406	14344
VIRSorter_S_NODE_590_length_34131_cov_40_922715-circular-cat_2	VIRSorter_S_NODE_590_length_34131_cov_40_922715-circular-cat_2.windows.csv.gz	1	375	34118	14235
VIRSorter_S_NODE_591_length_34113_cov_17_205496-cat_2	VIRSorter_S_NODE_591_length_34113_cov_17_205496-cat_2.windows.csv.gz	1	11076	34113	5314
VIRSorter_S_NODE_594_length_33989_cov_52_142342-cat_2	VIRSorter_S_NODE_594_length_33989_cov_52_142342-cat_2.windows.csv.gz	0	0	33989	16175
VIRSorter_S_NODE_599_length_33813_cov_11_697411-cat_1	VIRSorter_S_NODE_599_length_33813_cov_11_697411-cat_1.windows.csv.gz	0	0	33813	3820
VIRSorter_S_NODE_608_length_33473_cov_12_352996-cat_1	VIRSorter_S_NODE_608_length_33473_cov_12_352996-cat_1.windows.csv.gz	0	0	33473	3980
VIRSorter_S_NODE_609_length_33470_cov_10_111418-cat_1	VIRSorter_S_NODE_609_length_33470_cov_10_111418-cat_1.windows.csv.gz	0	0	33470	3302
VIRSorter_S_NODE_616_length_33153_cov_67_606946-cat_2	VIRSorter_S_NODE_616_length_33153_cov_67_606946-cat_2.windows.csv.gz	0	0	33153	21485
VIRSorter_S_NODE_620_length_33043_cov_21_424140-cat_2	VIRSorter_S_NODE_620_length_33043_cov_21_424140-cat_2.windows.csv.gz	0	0	33043	6555
VIRSorter_S_NODE_624_length_32945_cov_8_338534-cat_2	VIRSorter_S_NODE_624_length_32945_cov_8_338534-cat_2.windows.csv.gz	0	0	32945	2485
VIRSorter_S_NODE_625_length_32935_cov_70_910814-cat_2	VIRSorter_S_NODE_625_length_32935_cov_70_910814-cat_2.windows.csv.gz	14	7041	32935	9450
VIRSorter_S_NODE_628_length_32889_cov_47_292870-cat_2	VIRSorter_S_NODE_628_length_32889_cov_47_292870-cat_2.windows.csv.gz	2	11191	32889	9816
VIRSorter_S_NODE_632_length_32710_cov_78_860326-cat_2	VIRSorter_S_NODE_632_length_32710_cov_78_860326-cat_2.windows.csv.gz	0	0	32710	35858
VIRSorter_S_NODE_636_length_32630_cov_51_625881-cat_2	VIRSorter_S_NODE_636_length_32630_cov_51_625881-cat_2.windows.csv.gz	1	390	32630	16716
VIRSorter_S_NODE_637_length_32621_cov_63_450360-cat_2	VIRSorter_S_NODE_637_length_32621_cov_63_450360-cat_2.windows.csv.gz	0	0	32621	25603
VIRSorter_S_NODE_64_length_108792_cov_41_237445-circular-cat_2	VIRSorter_S_NODE_64_length_108792_cov_41_237445-circular-cat_2.windows.csv.gz	0	0	108665	39258
VIRSorter_S_NODE_640_length_32549_cov_10_497502-cat_1	VIRSorter_S_NODE_640_length_32549_cov_10_497502-cat_1.windows.csv.gz	0	0	32549	4300
VIRSorter_S_NODE_646_length_32283_cov_10_674960-cat_2	VIRSorter_S_NODE_646_length_32283_cov_10_674960-cat_2.windows.csv.gz	0	0	32283	3010
VIRSorter_S_NODE_650_length_32255_cov_56_086965-cat_2	VIRSorter_S_NODE_650_length_32255_cov_56_086965-cat_2.windows.csv.gz	2	12087	32255	28927
VIRSorter_S_NODE_655_length_32115_cov_15_393679-cat_2	VIRSorter_S_NODE_655_length_32115_cov_15_393679-cat_2.windows.csv.gz	1	286	32115	4517
VIRSorter_S_NODE_658_length_32067_cov_88_316249-circular-cat_2	VIRSorter_S_NODE_658_length_32067_cov_88_316249-circular-cat_2.windows.csv.gz	0	0	31940	75297
VIRSorter_S_NODE_659_length_32041_cov_30_347747-circular-cat_1	VIRSorter_S_NODE_659_length_32041_cov_30_347747-circular-cat_1.windows.csv.gz	0	0	31914	8438
VIRSorter_S_NODE_661_length_32002_cov_90_835514-cat_2	VIRSorter_S_NODE_661_length_32002_cov_90_835514-cat_2.windows.csv.gz	5	5378	32002	92121
VIRSorter_S_NODE_668_length_31742_cov_15_043777-cat_2	VIRSorter_S_NODE_668_length_31742_cov_15_043777-cat_2.windows.csv.gz	0	0	31742	4786
VIRSorter_S_NODE_671_length_31694_cov_11_411981-cat_1	VIRSorter_S_NODE_671_length_31694_cov_11_411981-cat_1.windows.csv.gz	0	0	31694	3992
VIRSorter_S_NODE_672_length_31670_cov_64_397933-cat_2	VIRSorter_S_NODE_672_length_31670_cov_64_397933-cat_2.windows.csv.gz	4	1646	31670	75518
VIRSorter_S_NODE_673_length_31651_cov_82_045077-cat_2	VIRSorter_S_NODE_673_length_31651_cov_82_045077-cat_2.windows.csv.gz	0	0	31651	48654
VIRSorter_S_NODE_675_length_31499_cov_68_453844-cat_1	VIRSorter_S_NODE_675_length_31499_cov_68_453844-cat_1.windows.csv.gz	0	0	31499	22924
VIRSorter_S_NODE_677_length_31441_cov_19_224628-cat_2	VIRSorter_S_NODE_677_length_31441_cov_19_224628-cat_2.windows.csv.gz	0	0	31441	6895
VIRSorter_S_NODE_678_length_31425_cov_18_668765-cat_2	VIRSorter_S_NODE_678_length_31425_cov_18_668765-cat_2.windows.csv.gz	0	0	31425	13239
